,cnpj
88950,17393657000169
88951,35689837000174
88952,35689852000112
88953,18845643000100
88954,35691185000102
88955,2387249000127
88956,19232831000117
88957,17399116000148
88958,17400856000157
88959,17401389000180
88960,19233990000136
88961,17401921000169
88962,17402451000158
88963,19234706000146
88964,2385904000108
88965,2386034000191
88966,17382023000100
88967,17382776000116
88968,2386242000190
88969,17384121000187
88970,17384158000105
88971,17384815000114
88972,19240471000103
88973,18857861000156
88974,19242195000104
88975,17388111000110
88976,19245559000100
88977,17390348000135
88978,2390546000121
88979,2390648000147
88980,35697995000176
88981,75684027000140
88982,18879471000187
88983,2391788000130
88984,2391990000161
88985,75716233000194
88986,2393653000103
88987,2393726000167
88988,2393887000150
88989,2394383000155
88990,2394701000188
88991,2396198000108
88992,2397050000180
88993,2397441000102
88994,2398032000112
88995,47863587000126
88996,75839837000128
88997,2399150000145
88998,19258845000100
88999,17406077000169
89000,17407474000155
89001,2387630000196
89002,17408753000133
89003,17409073000134
89004,19263621000196
89005,17410868000162
89006,75880518000166
89007,75880518000247
89008,75880518000328
89009,2389029000132
89010,2390471000189
89011,2404069000106
89012,33697474000193
89013,19271698000108
89014,33697542000114
89015,18890809000100
89016,33691915000140
89017,2404817000231
89018,2404957000129
89019,33692334000122
89020,18892734000198
89021,17412762000106
89022,19280332000103
89023,19281770000188
89024,75169375000189
89025,2357659000478
89026,17375235000160
89027,75175570000111
89028,17375317000105
89029,75175992000197
89030,17375533000150
89031,75177998000101
89032,2405712000116
89033,19287818000165
89034,19288253000130
89035,19288288000170
89036,33695455000128
89037,33696216000192
89038,2400426000168
89039,33696475000113
89040,2400627000165
89041,2400875000106
89042,2400880000119
89043,2400946000170
89044,2402007000165
89045,2402234000190
89046,2403192000102
89047,76043413000115
89048,2403815000147
89049,2414522000165
89050,33698262000120
89051,2414740000108
89052,17421391000110
89053,19295362000185
89054,33698896000183
89055,35706812000131
89056,17424698000175
89057,17413860000150
89058,33700760000160
89059,17414908000144
89060,76091610000100
89061,19306019000199
89062,17416599000141
89063,33701330000163
89064,33701356000101
89065,17417661000110
89066,17417740000120
89067,19307803000111
89068,17417964000132
89069,17418275000142
89070,2406850000110
89071,2407118000164
89072,2407794000138
89073,17418788000153
89074,76136506000194
89075,33702420000179
89076,2411321000104
89077,2411321000295
89078,2411567000186
89079,17419824000101
89080,19309662000176
89081,2412200000187
89082,2412716000121
89083,2412925000175
89084,33704027000114
89085,17439114000135
89086,33704406000104
89087,17439756000134
89088,17440002000102
89089,17440086000176
89090,76477728000170
89091,19312110000117
89092,17440889000120
89093,33704752000192
89094,19312372000181
89095,17441251000104
89096,33704870000109
89097,19312791000113
89098,33705094000153
89099,19314101000165
89100,33705374000161
89101,2376047000180
89102,2376213000148
89103,2378724000107
89104,2364536000111
89105,19318653000141
89106,2422241000154
89107,33708073000191
89108,2417995000116
89109,19221224000151
89110,75420612000132
89111,2369506000106
89112,2369717000130
89113,2370480000108
89114,2370795000155
89115,18830714000192
89116,17430122000110
89117,17430177000120
89118,17432231000258
89119,19327363000164
89120,19327365000153
89121,17432565000140
89122,76414531000192
89123,17433150000191
89124,76419266000135
89125,17433513000199
89126,18922126000189
89127,2420085000192
89128,18922566000136
89129,35709061000107
89130,17434562000146
89131,17434686000121
89132,2420403000115
89133,17435969000198
89134,17437050000133
89135,17437562000108
89136,35709732000130
89137,35709732000210
89138,18951739000144
89139,19332541000145
89140,18952658000169
89141,17462783000128
89142,35715979000169
89143,35716371000159
89144,35716430000199
89145,2426311000142
89146,35717344000109
89147,17465487000180
89148,2426524000174
89149,19340218000113
89150,19340356000100
89151,19342258000102
89152,2427310000112
89153,76541259000101
89154,35719196000153
89155,35719414000150
89156,2422480000104
89157,76500909000170
89158,2422945000127
89159,2422950000130
89160,76509355000172
89161,2424887000170
89162,18947351000170
89163,76516780000199
89164,2425157000194
89165,19348188000191
89166,76517564000168
89167,19349092000148
89168,76518075000120
89169,76518489000150
89170,19350195000128
89171,19353678000186
89172,19354234000165
89173,2433745000170
89174,17442627000103
89175,19357270000182
89176,2434697000134
89177,2434716000122
89178,2435471000158
89179,33721105000199
89180,47885960000140
89181,35721021000180
89182,17448100000188
89183,76561406000105
89184,17448485000183
89185,2428880000127
89186,2430766000131
89187,18960060000111
89188,19359958000100
89189,2432209000150
89190,17453308000195
89191,35722746000193
89192,17453639000125
89193,17455239000159
89194,17456148000138
89195,17456524000194
89196,17456565000180
89197,35723862000127
89198,35724287000187
89199,19367856000128
89200,17458565000110
89201,17458708000193
89202,17458728000164
89203,18969103000120
89204,17461530000130
89205,35731721000156
89206,76727395000190
89207,2443308000137
89208,2443574000160
89209,2445126000103
89210,2445257000182
89211,2445384000181
89212,17430488000190
89213,35704090000186
89214,2449422000174
89215,2449477000184
89216,18974818000170
89217,17464545000151
89218,19375706000166
89219,19376304000348
89220,76668706000198
89221,2438044000123
89222,35729453000138
89223,17467928000183
89224,17468207000198
89225,76679885000169
89226,17469118000166
89227,35748447000128
89228,76681840000129
89229,19383946000102
89230,35730668000179
89231,76686906000173
89232,2438959000139
89233,76688324000126
89234,2439155000154
89235,19372423000160
89236,19372767000170
89237,2439489000128
89238,2439664000187
89239,2453015000130
89240,76966142000170
89241,2453886000154
89242,2454158000167
89243,76969641000110
89244,33713241000137
89245,2456405000164
89246,2456954000139
89247,2457040000192
89248,2457800000161
89249,2458829000168
89250,77049591000116
89251,19388002000128
89252,35732797000104
89253,33709875000116
89254,2459245000107
89255,19391699000196
89256,33710498000135
89257,19392060000125
89258,19393151000185
89259,33711039000176
89260,33711777000113
89261,77060465000162
89262,33712164000109
89263,2460357000188
89264,2462194000172
89265,2462829000131
89266,33705402000140
89267,33705549000130
89268,2422008000171
89269,33706906000185
89270,2465847000177
89271,2465997000180
89272,47899421000160
89273,77115053000182
89274,2467056000186
89275,2467278000107
89276,2468423000166
89277,33715842000189
89278,33715998000160
89279,19399395000175
89280,2470148000115
89281,8888161000175
89282,33717732000156
89283,33717913000182
89284,2471181000160
89285,17430010000160
89286,17430721000134
89287,17431498000140
89288,2419611000285
89289,17432231000177
89290,2472044000140
89291,2473212000111
89292,19402058000190
89293,19402075000127
89294,33721013000109
89295,2474520000161
89296,77222750000132
89297,2475493000141
89298,19402454000117
89299,2477654000136
89300,2478535000106
89301,2464652000102
89302,17474922000133
89303,2483805000169
89304,2484456000108
89305,17476019000101
89306,17477102000103
89307,33724497000140
89308,17479206000149
89309,17480544000109
89310,2486062000180
89311,17481382000115
89312,17482790000191
89313,77439164000144
89314,17483420000179
89315,77333623000100
89316,2479148000186
89317,48050827000136
89318,2480879000141
89319,2481775000151
89320,33734243000102
89321,17490580000145
89322,17492336000111
89323,17492944000126
89324,35795415000183
89325,17495776000122
89326,17496545000133
89327,17498231000170
89328,17498284000190
89329,35799026000126
89330,17498863000133
89331,2496386000108
89332,34539708000137
89333,33725708000169
89334,33725807000140
89335,33725887000134
89336,2489247000149
89337,2489439000155
89338,19417584000123
89339,2491419000119
89340,2492671000142
89341,17485347000174
89342,35739199000159
89343,17487469000108
89344,2499139000157
89345,2499894000131
89346,19439469000150
89347,2500216000141
89348,2500589000112
89349,2501526000180
89350,33731745000180
89351,33731822000100
89352,2502749000162
89353,2503210000128
89354,33733797000195
89355,2503651000120
89356,2503653000119
89357,2446872000103
89358,2446944000112
89359,2447632000123
89360,35727433000128
89361,17463366000108
89362,47890731000113
89363,17463577000132
89364,19443418000100
89365,2497672000180
89366,33736785000114
89367,77645596000101
89368,33737235000110
89369,19447376000177
89370,2506451000120
89371,35749026000111
89372,2506882000197
89373,35750292000164
89374,2508452000104
89375,2510124000142
89376,33739846000105
89377,2510659000113
89378,33741438000180
89379,2513545000127
89380,264487000110
89381,264862000121
89382,264869000143
89383,19459786000138
89384,2514151000193
89385,2514184000133
89386,272212000128
89387,35747067000179
89388,273569000120
89389,19464798000150
89390,35747474000186
89391,2505281000160
89392,2505456000139
89393,33738249000158
89394,301459000125
89395,303283000140
89396,304057000184
89397,304057000265
89398,304401000135
89399,304589000111
89400,2521497000119
89401,2521556000159
89402,306961000129
89403,308996000105
89404,314159000180
89405,19471134000119
89406,19474182000160
89407,2516228000164
89408,278469000197
89409,19477406000198
89410,19478405000168
89411,35755522000188
89412,19479511000166
89413,2516573000106
89414,288287000105
89415,291141000100
89416,293248000198
89417,293727000104
89418,8933908000160
89419,2517289000146
89420,297064000104
89421,2528363000120
89422,2528372000110
89423,2528490000129
89424,50170497000164
89425,35758079000107
89426,33747716000106
89427,33747838000100
89428,2529737000121
89429,33748499000179
89430,33748618000193
89431,33749306000102
89432,19487116000125
89433,2404887000109
89434,35756130000133
89435,78020179000136
89436,33744309000145
89437,33744568000176
89438,2523513000102
89439,35757147000105
89440,2524209000180
89441,2524424000180
89442,2524626000122
89443,2524840000189
89444,19481394000175
89445,33745476000100
89446,2526040000105
89447,2526833000116
89448,33746239000164
89449,2527850000178
89450,33746752000155
89451,33747074000145
89452,2528248000155
89453,19499905000186
89454,19503956000134
89455,19505062000183
89456,78059268000196
89457,47894952000160
89458,2463750000125
89459,2464339000174
89460,33751826000141
89461,2535015000180
89462,2535525000157
89463,78077856000152
89464,78077856000748
89465,78077856000829
89466,2536050000113
89467,2536062000148
89468,50759182000157
89469,33750731000103
89470,78091055000141
89471,50921311000161
89472,33750840000120
89473,2538288000188
89474,33750879000148
89475,78096385000120
89476,2538950000108
89477,2539134000100
89478,2539574000168
89479,19515777000117
89480,2532332000142
89481,2532493000136
89482,19517502000112
89483,2542279000160
89484,19518220000130
89485,2393575000147
89486,33752469000136
89487,19520367000164
89488,2542848000178
89489,2395896000180
89490,2543020000134
89491,19523614000186
89492,78174703000123
89493,2543378000167
89494,2544294000148
89495,19524331000159
89496,78184025000180
89497,2545587000140
89498,2546442000163
89499,2546915000122
89500,33754204000177
89501,19527565000150
89502,2385208000100
89503,19530521000189
89504,19531226000147
89505,2387460000140
89506,19531347000199
89507,35771197000147
89508,78143492000161
89509,19532973000108
89510,19533605000176
89511,2542170000123
89512,2471985000169
89513,2472645000152
89514,2472888000190
89515,33719740000131
89516,2473459000138
89517,33720359000192
89518,33720410000166
89519,2549457000185
89520,2550398000165
89521,2552849000101
89522,2553231000158
89523,51379519000163
89524,2553467000194
89525,2554272000169
89526,2554438000147
89527,33756839000103
89528,35775957000194
89529,33757326000117
89530,2556533000180
89531,35776516000107
89532,2557556000109
89533,33758695000124
89534,2409874000122
89535,2558389000110
89536,2558404000120
89537,2558707000143
89538,33759619000133
89539,2561170000170
89540,2561242000180
89541,51830826000119
89542,2562400000116
89543,2562508000109
89544,2563745000194
89545,19544565000168
89546,35777715000130
89547,33760006000116
89548,78364361000104
89549,19548512000115
89550,19548907000118
89551,19549915000189
89552,19551763000159
89553,19552328000149
89554,33760783000160
89555,33760917000143
89556,2566476000110
89557,2504611000100
89558,2504779000108
89559,2497041000160
89560,2497137000129
89561,78322476000136
89562,2413982000179
89563,19542439000174
89564,33762931000186
89565,19556019000147
89566,19556105000150
89567,17508930000153
89568,35786588000135
89569,33763366000171
89570,2572727000179
89571,19558801000103
89572,35782578000121
89573,33764059000105
89574,19561428000131
89575,19565025000160
89576,17514628000108
89577,13932481000115
89578,34579058000153
89579,2575101000116
89580,19565416000185
89581,19565519000145
89582,34584471000106
89583,33778384000127
89584,35784461000187
89585,17502511000104
89586,35784564000147
89587,17503071000100
89588,17503579000108
89589,17504091000103
89590,33761423000183
89591,17504475000118
89592,19567626000102
89593,35785194000162
89594,35785442000175
89595,33761765000101
89596,33761822000144
89597,33761839000100
89598,17505316000138
89599,17506029000142
89600,17506893000144
89601,17507191000185
89602,17507364000165
89603,17507395000116
89604,2577616000155
89605,2577760000191
89606,35788518000116
89607,2577940000173
89608,19580294000104
89609,17512853000105
89610,35791113000137
89611,17514138000101
89612,2579102000139
89613,19587783000180
89614,19588230000141
89615,35792685000130
89616,2579436000102
89617,19589550000116
89618,78518529000199
89619,17519071000106
89620,17521658000141
89621,17521898000146
89622,35795199000176
89623,19594928000250
89624,17522785000165
89625,17523068000158
89626,19596208000143
89627,17523866000180
89628,19596947000135
89629,2580810000190
89630,19598823000199
89631,35796686000153
89632,19599459000181
89633,35797130000181
89634,17527187000189
89635,19601709000170
89636,33768766000170
89637,19604146000174
89638,2581501000134
89639,2581818000170
89640,33769387000102
89641,2582373000143
89642,33770900000177
89643,2582569000138
89644,33771729000110
89645,2583456000157
89646,33774772000130
89647,33775019000169
89648,33775574000190
89649,33775661000148
89650,2584641000166
89651,33776390000145
89652,33776828000195
89653,2584995000100
89654,19286513000139
89655,33766366000125
89656,19612909000129
89657,19615256000131
89658,78598372000159
89659,19291406000107
89660,2587429000152
89661,33768708000146
89662,19603443000103
89663,2588656000100
89664,2589037000122
89665,2589516000149
89666,2589869000149
89667,53884342000188
89668,78657632000110
89669,19618427000186
89670,19620253000196
89671,35805857000163
89672,19621519000115
89673,19622296000100
89674,35802485000111
89675,17528181000126
89676,17530807000139
89677,17532781000168
89678,17534302000142
89679,2592855000184
89680,17534939000139
89681,17535690000186
89682,17536036000197
89683,17536369000116
89684,17537303000140
89685,17537372000154
89686,2593157000101
89687,78702776000140
89688,17538045000117
89689,34602084000155
89690,2593695000198
89691,35804180000149
89692,2594570000182
89693,17539665000170
89694,2594852000180
89695,2595339000103
89696,17540896000102
89697,34602817000151
89698,17542626000122
89699,2597171000175
89700,2597404000130
89701,78618287000105
89702,33777832000178
89703,2597649000167
89704,17551972000177
89705,2597985000100
89706,17552462000114
89707,2598093000123
89708,17553719000152
89709,19633141000170
89710,17555810000107
89711,35809523000168
89712,17556402000170
89713,19637118000153
89714,19637844000176
89715,35812055000180
89716,19640707000190
89717,2599638000116
89718,2599746000199
89719,2599951000154
89720,53943650000137
89721,2600496000160
89722,78759214000133
89723,35765921000120
89724,2534190000152
89725,19509952000163
89726,2534332000181
89727,2534333000126
89728,2536960000104
89729,2603231000115
89730,78772670000113
89731,78775772000192
89732,19644246000124
89733,78778297000108
89734,17549063000102
89735,2605031000100
89736,78779097000170
89737,35807675000121
89738,19648025000124
89739,33780690000106
89740,33780790000124
89741,35816871000162
89742,17558704000187
89743,17558932000157
89744,78830486000182
89745,33781688000143
89746,19651956000181
89747,33782383000156
89748,78846334000178
89749,2607593000184
89750,78856580000100
89751,2608300000183
89752,2608721000104
89753,2609111000125
89754,35817924000160
89755,2609731000164
89756,17571013000113
89757,33785703000121
89758,19655742000183
89759,35813110000157
89760,33786686000147
89761,35814448000123
89762,19661203000157
89763,19662192000120
89764,19663968000126
89765,33787125000162
89766,34614200000237
89767,17560474000190
89768,19667497000124
89769,33787766000117
89770,19669090000136
89771,17562385000183
89772,19669474000159
89773,2612660000159
89774,17564038000190
89775,19670847000101
89776,17564326000144
89777,19670915000132
89778,19670919000110
89779,19671117000125
89780,17564914000188
89781,19671293000167
89782,33788959000192
89783,33789075000152
89784,19672346000164
89785,33789136000181
89786,17566666000104
89787,2613771000180
89788,19674130000138
89789,33789669000163
89790,35821811000138
89791,78984523000107
89792,33790082000174
89793,78992195000190
89794,33790328000108
89795,17569667000102
89796,33790719000122
89797,35822308000105
89798,19676977000151
89799,17570737000142
89800,19677561000158
89801,17571071000147
89802,19678280000110
89803,33791398000180
89804,2614596000145
89805,2614646000194
89806,17572373000130
89807,33792115000115
89808,19681319000158
89809,17575395000153
89810,17575483000155
89811,19683625000123
89812,17576640000147
89813,19684288000199
89814,35819655000170
89815,35819655000251
89816,19686812000160
89817,33794443000150
89818,2615885000169
89819,78933801000105
89820,2617129000179
89821,2618373000156
89822,79077525000185
89823,2619835000150
89824,17586372000144
89825,79088316000137
89826,17587128000104
89827,17587133000109
89828,2620733000235
89829,79106449000199
89830,19688576000111
89831,2623057000172
89832,2624267000185
89833,2624320000148
89834,2624375000158
89835,2624412000128
89836,2625944000180
89837,2625955000160
89838,33796062000100
89839,2627234000199
89840,2627383000158
89841,2627449000100
89842,2627494000164
89843,2627575000164
89844,79028726000192
89845,17579249000104
89846,54278460000105
89847,2628864000188
89848,17579664000150
89849,79038295000145
89850,2629924000187
89851,2630133000177
89852,2630747000159
89853,79159125000119
89854,79159273000133
89855,2631020000196
89856,2631228000105
89857,2631625000187
89858,79111373000190
89859,2632531000122
89860,19379356000106
89861,9095670000294
89862,19690779000142
89863,2633597000137
89864,2633674000159
89865,2633757000148
89866,19691409000120
89867,2634313000127
89868,2634343000133
89869,19692249000133
89870,2635791000151
89871,2635816000117
89872,2636773000194
89873,2637143000134
89874,34622047000109
89875,2638623000110
89876,19694150000170
89877,2639047000125
89878,2639158000131
89879,2641164000123
89880,2641489000106
89881,2392642000109
89882,8988570000143
89883,2549082000153
89884,2549425000180
89885,2549469000100
89886,19537937000129
89887,17591209000170
89888,17591757000108
89889,19699158000120
89890,19702365000196
89891,33802641000119
89892,19707765000194
89893,2645717000116
89894,2646420000175
89895,2646420000256
89896,2646420000337
89897,33806879000112
89898,79240677000157
89899,2646950000113
89900,2646987000141
89901,2647149000192
89902,33808574000140
89903,33808711000146
89904,2647586000106
89905,2647997000100
89906,33810163000199
89907,2648216000193
89908,33810591000111
89909,2648349000160
89910,19709272000193
89911,17615289000580
89912,33813300000149
89913,17589324000100
89914,17589541000280
89915,19715923000158
89916,35833384000108
89917,17602018000166
89918,17602980000103
89919,17603873000191
89920,2649540000126
89921,17604945000115
89922,19719547000170
89923,17605568000139
89924,19721347000151
89925,2650602000110
89926,17607773000133
89927,2652837000140
89928,2652839000130
89929,2653536000131
89930,2653575000139
89931,17609420000172
89932,2655156000136
89933,2655318000136
89934,2656406000152
89935,17612254000163
89936,79317525000105
89937,17597363000159
89938,79323507000136
89939,2657287000152
89940,19728972000125
89941,17598122000124
89942,1276293000105
89943,19540983000187
89944,2571501000153
89945,78318797000167
89946,19732733000149
89947,2659370000160
89948,2660434000143
89949,2660804000142
89950,56135247000170
89951,2661497000114
89952,2661500000108
89953,2661785000179
89954,2662428000125
89955,2663400000102
89956,17614998000117
89957,33823743000110
89958,19739634000199
89959,19739766000110
89960,19740894000184
89961,2663973000136
89962,19743637000104
89963,2664320000171
89964,19747795000124
89965,17628898000140
89966,2664873000124
89967,55809008000195
89968,55866123000100
89969,79438248000199
89970,79439121000194
89971,79349437000195
89972,79349437000276
89973,33821376000116
89974,33822587000173
89975,33823023000155
89976,33823143000152
89977,2668561000199
89978,33823496000152
89979,2669324000142
89980,19750580000162
89981,19751677000190
89982,19751787000151
89983,19752003000100
89984,33824615000191
89985,2669637000109
89986,33825232000138
89987,79447017000141
89988,35839623000137
89989,2669992000170
89990,17617070000196
89991,17617611000186
89992,33817896000155
89993,19760816000141
89994,79460036000108
89995,79462180000183
89996,33819199000133
89997,79462651000153
89998,2671598000176
89999,2671775000203
90000,79463121000120
90001,33819468000161
90002,33819633000185
90003,2672704000136
90004,2672884000156
90005,79465639000100
90006,2673023000192
90007,2673045000152
90008,2673832000102
90009,2674709000106
90010,2674798000182
90011,2674819000160
90012,2675096000113
90013,2675498000118
90014,2675802000127
90015,2676534000168
90016,33826882000106
90017,19765402000105
90018,2601236000109
90019,2601796000163
90020,2601798000152
90021,2602191000197
90022,2602452000179
90023,78767498000100
90024,17626555000146
90025,2678502000282
90026,33828005000166
90027,17629647000180
90028,35846906000106
90029,79602843000118
90030,79605432000186
90031,2679266000138
90032,79606984000109
90033,33828379000181
90034,2679712000104
90035,33828848000162
90036,2680885000142
90037,2680905000185
90038,56689961000100
90039,79518908000141
90040,79522355000109
90041,2682836000149
90042,2683097000100
90043,2683137000113
90044,17630750000140
90045,17631704000165
90046,19776646000193
90047,17632097000158
90048,17637579000109
90049,17641993000183
90050,19794927000179
90051,35850430000187
90052,34657271000136
90053,17643336000175
90054,2685048000106
90055,2685057000105
90056,2685549000192
90057,2685557000309
90058,2685874000155
90059,2685949000106
90060,33832269000193
90061,2686993000122
90062,33832694000182
90063,33832722000161
90064,79703963000101
90065,17644884000110
90066,17645109000189
90067,17646005000199
90068,17646386000106
90069,79625950000161
90070,2690558000171
90071,2690753000100
90072,79636957000189
90073,79637096000153
90074,79640090000135
90075,19787736000180
90076,33834960000106
90077,79737631000148
90078,33835492000194
90079,33835540000144
90080,2691484000198
90081,19801268000150
90082,19802067000178
90083,33799110000114
90084,2642658000122
90085,19696006000173
90086,19696147000196
90087,17590086000152
90088,33813980000109
90089,17590461000164
90090,9149801000198
90091,2693123000180
90092,2693875000141
90093,19803551000111
90094,79769436000108
90095,79771127000164
90096,2696281000194
90097,19809202000107
90098,79784344000199
90099,2696692000180
90100,17647493000159
90101,17647493000230
90102,19811489000100
90103,79721098000126
90104,9144308000185
90105,17649747000178
90106,17649941000153
90107,33833261000141
90108,79728622000190
90109,19814906000178
90110,2697334000191
90111,17665749000150
90112,2699492000180
90113,2699500000199
90114,2699526000137
90115,33838760000121
90116,2700229000164
90117,2700232000188
90118,2700424000194
90119,2700958000110
90120,2701913000160
90121,19730926000160
90122,19731873000100
90123,2657777000159
90124,35857293000102
90125,79787164000160
90126,79787388000172
90127,79788329000119
90128,35857958000188
90129,17660159000135
90130,19824000000134
90131,35858951000180
90132,19824571000179
90133,33840691000190
90134,2703708000134
90135,17661093000106
90136,19537998000196
90137,19826356000298
90138,19538548000118
90139,17662863000127
90140,35854362000124
90141,35854450000126
90142,2704461000170
90143,2704903000189
90144,2705193000101
90145,33837135000165
90146,17623719000181
90147,19768556000150
90148,2677787000156
90149,33848604000141
90150,57835621000102
90151,2707476000192
90152,33848911000122
90153,33849182000129
90154,33849331000150
90155,17666829000120
90156,33850411000125
90157,58086943000169
90158,2708451000103
90159,17667517000131
90160,2708523000112
90161,17668569000122
90162,33841228000163
90163,19828654000136
90164,2709779000144
90165,17669204000112
90166,17669397000101
90167,79976502000102
90168,2710972000103
90169,2711597000108
90170,2711694000109
90171,79934949000119
90172,33843233000105
90173,2712420000126
90174,17661162000173
90175,57105603000175
90176,79752671000169
90177,79754743000298
90178,79755666000100
90179,79757324000129
90180,57441198000166
90181,33843886000194
90182,2713776000184
90183,2714143000190
90184,2714172000152
90185,2714207000153
90186,2714295000193
90187,2714416000105
90188,58273020000116
90189,17671853000158
90190,33846488000121
90191,33846671000127
90192,33847131000168
90193,33847182000190
90194,33847298000129
90195,35859508000124
90196,2715636000145
90197,33848418000102
90198,79909214000135
90199,17651461000127
90200,17652183000122
90201,19817909000165
90202,79925244000135
90203,2719346000170
90204,2719472000124
90205,17678396000123
90206,19837378000172
90207,19838484000170
90208,17675196000117
90209,2721150000110
90210,2721250000146
90211,19839709000103
90212,35866418000160
90213,19841559000172
90214,19842476000106
90215,2722477000106
90216,2723115000130
90217,2723378000149
90218,2706446000161
90219,2706568000158
90220,2707097000100
90221,2723845000130
90222,19849019000135
90223,33853776000103
90224,17691082000160
90225,17693622000145
90226,17694889000157
90227,17696297000174
90228,2724854000146
90229,17699859000133
90230,33850960000108
90231,80180904000185
90232,2725561000183
90233,2726281000190
90234,2726734000188
90235,2726829000100
90236,19867597000102
90237,80114739000163
90238,17679779000116
90239,80119308000190
90240,17680916000132
90241,80124647000164
90242,19874560000101
90243,33843745000171
90244,79937132000102
90245,79938197000164
90246,79938262000151
90247,9175858000161
90248,2713615000190
90249,2713707000170
90250,19880197000129
90251,19880305000163
90252,33852866000180
90253,19881750000148
90254,19895592000185
90255,33860288000123
90256,33860514000176
90257,33860617000136
90258,33860720000186
90259,33860813000100
90260,2730692000159
90261,2731596000125
90262,33861557000176
90263,2733181000190
90264,2733375000196
90265,2717975000160
90266,2718091000120
90267,2718316000149
90268,19852009000159
90269,19853359000130
90270,19855633000100
90271,17704264000129
90272,2736333000109
90273,19887113000189
90274,2736343000144
90275,2736421000100
90276,17705730000190
90277,17706319000130
90278,19890123000173
90279,19893765000126
90280,19894717000152
90281,33857928000146
90282,2738538000123
90283,2738913000135
90284,2741052000144
90285,33864683000184
90286,2741398000142
90287,19900981000151
90288,33864959000124
90289,33865834000119
90290,35877267000146
90291,80317076000184
90292,35877546000100
90293,2742821000129
90294,19912227000131
90295,19913159000125
90296,19913183000164
90297,19913586000103
90298,2743598000134
90299,2744336000194
90300,2744556000118
90301,80354301000152
90302,2747410000126
90303,2756447000110
90304,2749563000102
90305,19918205000189
90306,80400310000132
90307,80401292000103
90308,2750933000121
90309,19920698000191
90310,19923509000134
90311,4986300000142
90312,9216084000170
90313,2751923000100
90314,19926626000151
90315,17709054000123
90316,19927909000118
90317,17710140000156
90318,19928275000118
90319,35879923000140
90320,2752854000150
90321,80421563000192
90322,34710729000173
90323,17713707000148
90324,80425796000163
90325,2754695000122
90326,2755520000130
90327,17717689000172
90328,80436694000143
90329,2755866000138
90330,2755932000170
90331,17719208000168
90332,80442858000226
90333,80443278000172
90334,19929281000190
90335,35885557000131
90336,19931151000191
90337,17732231000192
90338,17733301000127
90339,17734272000118
90340,17734701000157
90341,2757231000170
90342,19936804000125
90343,17736327000129
90344,19937475000137
90345,17736864000179
90346,17736911000184
90347,2757426000110
90348,2757825000180
90349,2758523000127
90350,2758580000106
90351,2758889000104
90352,2759066000195
90353,60463387000144
90354,60464534000281
90355,60489895000100
90356,2761108000122
90357,2761119000102
90358,2761964000188
90359,2762364000215
90360,17722405000136
90361,17724783000159
90362,17725707000168
90363,35885087000106
90364,2763700000163
90365,19962962000150
90366,4983307000100
90367,35890603000190
90368,2764630000168
90369,4983890000150
90370,2765215000129
90371,2765457000112
90372,2766207000105
90373,80580921000100
90374,2767896000164
90375,2770309000196
90376,80591555000194
90377,80591811000143
90378,19948852000133
90379,14459274000158
90380,80598048000182
90381,19952184000118
90382,4982077000165
90383,80609217000132
90384,2772603000137
90385,4993228000180
90386,4994941000149
90387,4996603000146
90388,4997237000140
90389,2774156000155
90390,2774316000166
90391,2774373000145
90392,2774643000118
90393,2774826000133
90394,4998000000183
90395,2775155000125
90396,2775261000109
90397,2775643000132
90398,2775732000189
90399,2775831000160
90400,2775993000107
90401,2777054000193
90402,19968316000108
90403,19969878000168
90404,17737641000126
90405,17738062000106
90406,5003307000160
90407,5003471000177
90408,2778525000188
90409,2778525000269
90410,2778525000340
90411,17739158000180
90412,17739158000261
90413,2778742000178
90414,17740583000190
90415,35891852000109
90416,19975958000126
90417,19976101000120
90418,35892231000131
90419,17743020000155
90420,17743669000176
90421,17743706000146
90422,4988149000181
90423,19979361000150
90424,4988447000171
90425,4988486000179
90426,2779343000121
90427,4988795000149
90428,2779405000103
90429,2779948000112
90430,2780915000192
90431,4990772000179
90432,2782560000170
90433,2782582000130
90434,80792948000166
90435,80793896000142
90436,2783463000100
90437,35861338000112
90438,17689203000130
90439,17690001000108
90440,5011145000101
90441,2786231000106
90442,80815467000129
90443,17751717000178
90444,2786713000158
90445,5012605000116
90446,17751937000100
90447,2787132000130
90448,2787308000154
90449,5013302000118
90450,5013493000118
90451,5013573000173
90452,17752776000160
90453,35893481000196
90454,80825409000186
90455,9285249000165
90456,80829062000140
90457,17747019000107
90458,2791838000176
90459,2793447000190
90460,19987232000103
90461,35895373000152
90462,80889314000126
90463,35895782000159
90464,19992349000185
90465,19994222000103
90466,17757084000105
90467,2795163000133
90468,2795213000263
90469,19997528000105
90470,2795380000123
90471,19998836000155
90472,17760001000137
90473,20000703000127
90474,2795886000132
90475,80938822000157
90476,2796472000128
90477,2797298000138
90478,23873999000189
90479,2797577000100
90480,17763446000170
90481,2798098000108
90482,17763892000185
90483,2798393000156
90484,23870925000199
90485,23871442000109
90486,80850605000100
90487,17766181000164
90488,80853088000123
90489,39694833000135
90490,34742225000135
90491,20001290000103
90492,17769005000186
90493,20003282000198
90494,20003808000130
90495,81052151000195
90496,23874785000127
90497,35906526000110
90498,20007500000162
90499,20007911000158
90500,20010064000180
90501,23875858000103
90502,80984529000126
90503,20014959000193
90504,23876753000160
90505,20016265000195
90506,81011678000171
